리뷰ID,리뷰작성일,상품구매일,배송완료일,리뷰본문,회원등급,상품번호,상품명,상품가격,상품옵션,리뷰작성경로,리뷰별점,태그,포토개수,동영상개수,댓글개수,댓글내용
3784b54a5593,2026-03-02 21:49:16,2026-01-25 14:15:25,2026-01-27 16:31:04,충전기 저속으로 써야한다고해서 정말 .. 귀찮네요 소음이 시끄럽지만 확실히 목이 편해요,,291,목베개 플러스 경추 목 마사지기 베개,99000,수량선택: 목베개 플러스 2개,기존리뷰,4,,1,0,1,"안녕하세요. 프리미엄 헬스테크 브랜드, 슬룸입니다.
시간 내어 소중한 후기를 작성해 주셔서 감사드립니다. :)

믿고 찾는 쇼핑몰이 되기 위해 더 좋은 상품과 서비스를 준비하겠습니다.
감사합니다. 💜"
e000eb68e528,2026-03-03 09:02:07,2026-02-23 10:16:13,2026-02-24 21:12:09,잠잘때 너무 편해서 5분만에 잠드네요 좋아요,,291,목베개 플러스 경추 목 마사지기 베개,99000,수량선택: 목베개 플러스 1개,모바일(팝업),5,,0,0,1,"안녕하세요. 프리미엄 헬스테크 브랜드, 슬룸입니다.
진심 어린 소중한 후기 감사합니다. 💜

앞으로도 좋은 상품과 서비스로 고객님들을 찾아뵐 수 있도록 노력하겠습니다.
감사합니다. :)"
06187f2ee563,2026-03-03 20:37:55,2026-02-23 23:05:13,2026-02-25 11:22:00,선물로  사드렸는데 반응이 너무좋아서 저도 사용하려고 하나더 구매예정중,,724,★최대할인 비밀링크★ 목베개 플러스 특가,89000,수량선택: 목베개 플러스 1+1(2개),모바일(팝업),5,,0,0,1,"안녕하세요. 프리미엄 헬스테크 브랜드, 슬룸입니다.
정성스럽게 올려주신 소중한 후기 감사합니다. 💜

고객님의 목소리로 더 발전하는 슬룸이 되도록 노력하겠습니다.
감사합니다. 🙇‍♀️"
25c7535f3f00,2026-03-03 23:54:41,2026-03-01 09:45:05,2026-03-03 13:37:14,목디스크 때문에 팔저림이 심해서 구매 했습니다.  조그마한 베게 같은데 성능이 어마무시 합니다.. 두드리고 늘려주고 온찜질에 진동이 얼마나 센지 침대 위에서 누워서 하는데 아랫집에 피해갈까 걱정되어 중간에 중단 했습니다.  온열기능도 너무 세서 뜨거울정도 입니다..  허리 맛사지기도 구매할까 생각 중입니다.,,724,★최대할인 비밀링크★ 목베개 플러스 특가,89000,수량선택: 목베개 플러스 1개,반응형(내리뷰),5,,1,0,1,"안녕하세요. 프리미엄 헬스테크 브랜드, 슬룸입니다.
진심 어린 소중한 후기 감사합니다. 💜

앞으로도 좋은 상품과 서비스로 고객님들을 찾아뵐 수 있도록 노력하겠습니다.
감사합니다. :)"
54688d21655f,2026-03-03 10:51:43,2026-02-27 14:44:15,2026-02-28 13:42:15,원래 쓰던 베개가 아니라 적응은 필요하겠지만 첫늠김은 좋네요 꾸준히 사용 해보겠습니다!,,291,목베개 플러스 경추 목 마사지기 베개,99000,수량선택: 목베개 플러스 2개,기존리뷰,5,,1,0,1,"안녕하세요. 프리미엄 헬스테크 브랜드, 슬룸입니다.
정성스럽게 올려주신 소중한 후기 감사합니다. 💜

고객님의 목소리로 더 발전하는 슬룸이 되도록 노력하겠습니다.
감사합니다. 🙇‍♀️"
228dd4a83e99,2026-03-03 11:48:48,2026-02-24 03:59:45,2026-02-25 16:18:11,후기가좋아서구매했어요효과있길바랍니다,,100,허리편한케어 V1 허리 마사지기,129000,수량선택: 허리편한케어 V1 1개,기존리뷰,5,,0,0,1,"안녕하세요. 프리미엄 헬스테크 브랜드, 슬룸입니다.
진심 어린 소중한 후기 감사합니다. 💜

앞으로도 좋은 상품과 서비스로 고객님들을 찾아뵐 수 있도록 노력하겠습니다.
감사합니다. :)"
a194c70472a0,2026-03-03 13:41:40,2026-02-28 01:43:25,2026-03-03 15:02:00,아버지가 목디스크가 있다고 하셔서 이거 구매를 원해서 선물해드렸어요. 배터리가 있는 무선 제품인줄 알았는데 그런건 없고 유선제품이네요. 꼼꼼하게 안읽어보고 사서 그렇지만 아버지가 맘에 들어하셔서 좋아요.,,329,고밀도 프리미엄 경추 마사지 계절베개 목베개 플러스,99000,수량선택: 목베개 플러스 1개,기존리뷰,4,,1,0,1,"안녕하세요. 프리미엄 헬스테크 브랜드, 슬룸입니다.
시간 내어 소중한 후기를 작성해 주셔서 감사드립니다. :)

믿고 찾는 쇼핑몰이 되기 위해 더 좋은 상품과 서비스를 준비하겠습니다.
감사합니다. 💜"
fff82f20ea5a,2026-03-03 21:13:28,2026-01-29 11:27:15,2026-01-30 16:21:07,"진동, 압력, 온열 3가지 기능이 너무 좋습니다. 진동마사지 기능은 주변 방으로 진동때문에 소리가 울려서 사용은 이제 안하지만 낮잠 잘때 쓰려합니다. 목디스크가 있어서 날개뼈쪽 통증이 있었는데 많이 좋아졌어요",,291,목베개 플러스 경추 목 마사지기 베개,99000,수량선택: 목베개 플러스 1개,기존리뷰,5,,1,0,1,"안녕하세요. 프리미엄 헬스테크 브랜드, 슬룸입니다.
시간 내어 소중한 후기를 작성해 주셔서 감사드립니다. :)

믿고 찾는 쇼핑몰이 되기 위해 더 좋은 상품과 서비스를 준비하겠습니다.
감사합니다. 💜"
a6481b84b815,2026-03-03 22:45:29,2026-01-30 02:32:35,2026-01-31 10:47:02,Good  good,,291,목베개 플러스 경추 목 마사지기 베개,99000,수량선택: 목베개 플러스 1개,기존리뷰,5,,0,0,1,"안녕하세요. 프리미엄 헬스테크 브랜드, 슬룸입니다.
시간 내어 소중한 후기를 작성해 주셔서 감사드립니다. :)

믿고 찾는 쇼핑몰이 되기 위해 더 좋은 상품과 서비스를 준비하겠습니다.
감사합니다. 💜"
7ef1dcebe939,2026-03-04 08:18:40,2026-03-01 19:57:46,2026-03-03 16:06:04,생각했던것보다 별루임 콘센트를 따로 구입한다른건 좀  그렇네요 살때  따로 구입해야한다는 말이 없어서 제품만 구입했는데 이건 아닌듯 콘센트 따로 구매하라는 내용을 적어놓던지 제품구매할때 선택2번이 왜있나 했네요 보통 제품 구매하면 셋트로 들어있으니 생각도 못했음  어제 제품 받아보고 첨 사용해밨는데 다른 사람들은 좋을지 모르겠는데 전 완전 별루임  리뷰보고 구매했는데 ㅠㅠ 사람 마다 차이는 있겠지만 전 완전 아니네요 왜 리뷰에는 좋다는 말만 등록해놓는지 저처럼 아닌 사람도 있을텐데 한가지는좋은게 있네요 온열이 된다는거 온열은 맘에들어요,,724,★최대할인 비밀링크★ 목베개 플러스 특가,89000,수량선택: 목베개 플러스 1개,모바일(팝업),1,,0,0,1,"안녕하세요 고객님, 프리미엄 헬스테크 브랜드, 슬룸입니다.
고객님께 만족스러운 경험을 드리지 못해 대단히 죄송합니다.😥

슬룸의 모든 제품은 인체공학적으로 설계되어 편안한 사용이 가능하나 초기 사용 시 1~2주 이상의 적응 기간이 필요할 수 있습니다. 
다만 수령하신 날짜 기준으로 30일 동안 꾸준히 사용해보시고도 만족하지 못하셨을 경우에는, 슬룸에서 진행하는 <100%환불이벤트> 에 참여하여 왕복배송비 제외 전액 환불이 가능합니다.

※ 제품을 30일간 꾸준히 사용한 경우, 배송완료 후 40일이내 신청이 가능
※ 환불 서비스는 첫 구매 체험을 위한 서비스로 1회만 신청 가능

▶ <100% 환불 이벤트> 상세 환불 조건 : https://sleeplab.co.kr/notice/?q=YToxOntzOjEyOiJrZXl3b3JkX3R5cGUiO3M6MzoiYWxsIjt9&bmode=view&idx=13709226&t=board 

슬룸을 믿고 편하게 사용 및 체험해보시고, 그럼에도 만족하시지 못하셨을 경우 슬룸 공식몰의 채널톡을 통해 이벤트 기간 내 문의 주시면 환불 접수 도움드리겠습니다."
ea4e87b90334,2026-03-04 10:06:05,2026-02-28 12:12:45,2026-03-03 13:37:09,경추온열기능 이 아주 만조스럽네요. 편안하게 숙면할수있어서 좋았어요.,,291,목베개 플러스 경추 목 마사지기 베개,99000,수량선택: 목베개 플러스 1개,모바일,5,,0,0,1,"안녕하세요. 프리미엄 헬스테크 브랜드, 슬룸입니다.
진심 어린 소중한 후기 감사합니다. 💜

앞으로도 좋은 상품과 서비스로 고객님들을 찾아뵐 수 있도록 노력하겠습니다.
감사합니다. :)"
0cc818d4fbf2,2026-03-04 16:32:48,2026-02-24 22:06:34,2026-02-26 13:42:07,온열.진동은 좋으나 가운데 부분 일자로 불뚝 튀어나오면 목이 아프네요.효과 좋길 바랍니다.,,291,목베개 플러스 경추 목 마사지기 베개,99000,수량선택: 목베개 플러스 1개,모바일,3,,0,0,1,"안녕하세요. 프리미엄 헬스테크 브랜드, 슬룸입니다.
정성스럽게 올려주신 소중한 후기 감사합니다. 💜

고객님의 목소리로 더 발전하는 슬룸이 되도록 노력하겠습니다.
감사합니다. 🙇‍♀️"
da26f929b3e4,2026-03-04 21:45:47,2026-02-21 18:13:02,2026-02-24 18:47:05,극찬해서 사뵛는데 선물용으로 두개나샀는데 바느질 허접하고 반품신천했더니 반품블가능이라거하네요……. 홍보는 잘하는것같은데 반품은 안받아주고 홍보영상물에는 댓글금지로 되어있고 실망스럽네요 제품도 허접합니다……….왜삿을꼬……후회중 박스채로 밖에내놈…….,,724,★최대할인 비밀링크★ 목베개 플러스 특가,89000,수량선택: 목베개 플러스 1+1(2개),모바일,1,,0,0,1,"안녕하세요 고객님, 프리미엄 헬스테크 브랜드, 슬룸입니다.
고객님께 만족스러운 경험을 드리지 못해 대단히 죄송합니다.😥

슬룸의 모든 제품은 인체공학적으로 설계되어 편안한 사용이 가능하나 초기 사용 시 1~2주 이상의 적응 기간이 필요할 수 있습니다. 
다만 수령하신 날짜 기준으로 30일 동안 꾸준히 사용해보시고도 만족하지 못하셨을 경우에는, 슬룸에서 진행하는 <100%환불이벤트> 에 참여하여 왕복배송비 제외 전액 환불이 가능합니다.

※ 제품을 30일간 꾸준히 사용한 경우, 배송완료 후 40일이내 신청이 가능
※ 환불 서비스는 첫 구매 체험을 위한 서비스로 1회만 신청 가능

▶ <100% 환불 이벤트> 상세 환불 조건 : https://sleeplab.co.kr/notice/?q=YToxOntzOjEyOiJrZXl3b3JkX3R5cGUiO3M6MzoiYWxsIjt9&bmode=view&idx=13709226&t=board 

슬룸을 믿고 편하게 사용 및 체험해보시고, 그럼에도 만족하시지 못하셨을 경우 슬룸 공식몰의 채널톡을 통해 이벤트 기간 내 문의 주시면 환불 접수 도움드리겠습니다."
81aec02b7521,2026-03-04 07:23:47,2026-01-26 08:35:10,2026-01-27 20:14:00,장비를 써보니 별로 효과는 없는 것 같아요,,291,목베개 플러스 경추 목 마사지기 베개,99000,수량선택: 목베개 플러스 1개,기존리뷰,3,,0,0,1,"안녕하세요 고객님, 프리미엄 헬스테크 브랜드, 슬룸입니다.
고객님께 만족스러운 경험을 드리지 못해 대단히 죄송합니다.😥

슬룸의 모든 제품은 인체공학적으로 설계되어 편안한 사용이 가능하나 초기 사용 시 1~2주 이상의 적응 기간이 필요할 수 있습니다. 
다만 수령하신 날짜 기준으로 30일 동안 꾸준히 사용해보시고도 만족하지 못하셨을 경우에는, 슬룸에서 진행하는 <100%환불이벤트> 에 참여하여 왕복배송비 제외 전액 환불이 가능합니다.

※ 제품을 30일간 꾸준히 사용한 경우, 배송완료 후 40일이내 신청이 가능
※ 환불 서비스는 첫 구매 체험을 위한 서비스로 1회만 신청 가능

▶ <100% 환불 이벤트> 상세 환불 조건 : https://sleeplab.co.kr/notice/?q=YToxOntzOjEyOiJrZXl3b3JkX3R5cGUiO3M6MzoiYWxsIjt9&bmode=view&idx=13709226&t=board 

슬룸을 믿고 편하게 사용 및 체험해보시고, 그럼에도 만족하시지 못하셨을 경우 슬룸 공식몰의 채널톡을 통해 이벤트 기간 내 문의 주시면 환불 접수 도움드리겠습니다."
6a453a9e8d22,2026-03-04 09:57:49,2026-02-18 14:34:30,2026-02-20 13:51:12,잘 사용하고있어요~~~~,,184,목편한케어 플라잉 목 마사지기,119000,수량선택: 목편한케어 플라잉 1개,기존리뷰,5,,0,0,1,"안녕하세요. 프리미엄 헬스테크 브랜드, 슬룸입니다.
정성스럽게 올려주신 소중한 후기 감사합니다. 💜

고객님의 목소리로 더 발전하는 슬룸이 되도록 노력하겠습니다.
감사합니다. 🙇‍♀️"
fe696d277475,2026-03-04 12:03:55,2026-02-28 08:43:50,2026-03-03 13:37:16,"빠른배송에
감사합니다",,291,목베개 플러스 경추 목 마사지기 베개,99000,수량선택: 목베개 플러스 1개,기존리뷰,5,,0,0,1,"안녕하세요. 프리미엄 헬스테크 브랜드, 슬룸입니다.
진심 어린 소중한 후기 감사합니다. 💜

앞으로도 좋은 상품과 서비스로 고객님들을 찾아뵐 수 있도록 노력하겠습니다.
감사합니다. :)"
5ad6732c3444,2026-03-04 12:04:47,2026-01-28 03:04:35,2026-01-29 18:40:15,충전식이아니라 별하나뺌.발열가능 끄는 버튼이 없어 별하나 뺌,,291,목베개 플러스 경추 목 마사지기 베개,99000,수량선택: 목베개 플러스 1개,기존리뷰,3,,1,0,1,"안녕하세요. 프리미엄 헬스테크 브랜드, 슬룸입니다.
시간 내어 소중한 후기를 작성해 주셔서 감사드립니다. :)

믿고 찾는 쇼핑몰이 되기 위해 더 좋은 상품과 서비스를 준비하겠습니다.
감사합니다. 💜"
36714d9b74ed,2026-03-04 14:45:08,2026-02-20 06:25:20,2026-02-21 13:43:13,목디스크치료에 좋아요..단..꾸준히 한다는게..ㅋㅋ,,291,목베개 플러스 경추 목 마사지기 베개,99000,수량선택: 목베개 플러스 1개,기존리뷰,5,,0,0,1,"안녕하세요. 프리미엄 헬스테크 브랜드, 슬룸입니다.
진심 어린 소중한 후기 감사합니다. 💜

앞으로도 좋은 상품과 서비스로 고객님들을 찾아뵐 수 있도록 노력하겠습니다.
감사합니다. :)"
fb321c5b826f,2026-03-04 21:12:50,2026-03-01 02:58:10,2026-03-04 15:45:00,"너무 시원 해요  팔에 걸쳐놓으니 편해요 
만족 합니다",,77,넥숄더 힐링케어 목 어깨 마사지기,99800,수량선택: 넥숄더 힐링케어 1개,기존리뷰,4,,0,0,1,"안녕하세요. 프리미엄 헬스테크 브랜드, 슬룸입니다.
정성스럽게 올려주신 소중한 후기 감사합니다. 💜

고객님의 목소리로 더 발전하는 슬룸이 되도록 노력하겠습니다.
감사합니다. 🙇‍♀️"
703205069b6d,2026-03-04 21:26:39,2026-02-18 23:47:45,2026-02-20 13:52:09,하루의 피로를 녹여줍니다. 맛사지 받다보면 스르룩 잠들어요. 베게로 그냥 쓰고 있어요.,,291,목베개 플러스 경추 목 마사지기 베개,99000,수량선택: 목베개 플러스 1개,기존리뷰,5,,1,0,1,"안녕하세요. 프리미엄 헬스테크 브랜드, 슬룸입니다.
정성스럽게 올려주신 소중한 후기 감사합니다. 💜

고객님의 목소리로 더 발전하는 슬룸이 되도록 노력하겠습니다.
감사합니다. 🙇‍♀️"
13fa17684a79,2026-03-05 10:22:16,2026-03-02 15:47:20,2026-03-04 15:51:00,늦은 시간에 하니가 아래층에 소음 될까봐 걱정은 되지만 내목은 좋더라구요^^: ,,291,목베개 플러스 경추 목 마사지기 베개,99000,수량선택: 목베개 플러스 1개,PC,5,,0,0,1,"안녕하세요. 프리미엄 헬스테크 브랜드, 슬룸입니다.
정성스럽게 올려주신 소중한 후기 감사합니다. 💜

고객님의 목소리로 더 발전하는 슬룸이 되도록 노력하겠습니다.
감사합니다. 🙇‍♀️"
e5fd4df4f526,2026-03-05 10:28:48,2026-03-01 16:42:41,2026-03-04 15:55:00,"자동으로 사용하면 30분 동안 다양한 체험을 할 수 있습니다. 진동, 주무름 등 아쉬운 점은 유선이라서 제품을 쉽게 이동시키는 것에 제약이 있고 베개가 작은 느낌이라 좀 더 크게 만들고 무선으로 하면 더욱 편리할 것이라 생각합니다.",,291,목베개 플러스 경추 목 마사지기 베개,99000,수량선택: 목베개 플러스 1개,PC(팝업),4,,0,0,1,"안녕하세요. 프리미엄 헬스테크 브랜드, 슬룸입니다.
정성스럽게 올려주신 소중한 후기 감사합니다. 💜

고객님의 목소리로 더 발전하는 슬룸이 되도록 노력하겠습니다.
감사합니다. 🙇‍♀️"
56f07729fee2,2026-03-05 10:29:32,2026-03-01 16:42:41,2026-03-04 15:55:00,다양한 파스를 사용해 보았는데 시원하고 통증을 쉽게 가라앉게 해 주네요 좋습니다.,,102,마그네슘 시너지 크림 쿨링 테라피,28900,수량선택: 마그네슘 시너지 크림 2개,PC(팝업),5,,0,0,1,"안녕하세요. 프리미엄 헬스테크 브랜드, 슬룸입니다.
정성스럽게 올려주신 소중한 후기 감사합니다. 💜

고객님의 목소리로 더 발전하는 슬룸이 되도록 노력하겠습니다.
감사합니다. 🙇‍♀️"
